FDA_PreferredTerm	FDA_UNII	RxNorm_CUI	DrugBank_Name	DrugBank_CUI	ChEBI_CUI
STREPTOCOCCUS PNEUMONIAE TYPE 5 CAPSULAR POLYSACCHARIDE DIPHTHERIA CRM197 PROTEIN CONJUGATE ANTIGEN	5SKG37872O	901631	None	None	None
LAURIC ACID METHYL ESTER	8IPS6BI6KW	1362932	None	None	None
DIOSCOREA JAPONICA ROOT	I43FCF3356	1307611	None	None	None
CHLOROPHYLLIN COPPER COMPLEX	1D276TYV9O	82242	None	None	None
DODECYLDIMETHYL(2-PHENOXYETHYL)AMMONIUM	4AZL56CU0F	23623	None	None	None
EGG WHITE (CHICKEN) ALLERGENIC EXTRACT	3E0I92Z2GR	892616	None	None	None
SCROPHULARIA NODOSA EXTRACT	7H443NUB2T	1330090	None	None	None
DEGARELIX	SX0XJI3A11	475230	None	None	None
TRIMETHOXYCAPRYLYLSILANE	FZ07E4LW2M	1314293	None	None	None
PANTOTHENATE	19F5HK2737	62400	None	None	None
BACILLUS POLYFERMENTICUS	6UQO3086C7	1372568	None	None	None
BICISATE DIHYDROCHLORIDE	B005P07V07	1306099	None	None	None
BARBEXACLONE	291GX1YB65	46795	None	None	None
DEXTROSE, ANHYDROUS	5SL0G7R0OK	349730	None	None	None
STEAROXYTRIMETHYLSILANE	9862TW94B2	1367149	None	None	None
GRAPEFRUIT SEED OIL	598D944HOL	1306130	None	None	None
THYMUS SERPYLLUM	86H4S6K51N	1328313	None	None	None
PEG-3 DISTEAROYLAMIDOETHYLMONIUM METHOSULFATE	395MHJ5PUR	1427016	None	None	None
SARAFEM	I9W7N6B1KJ	639464	None	None	None
BUZEPIDE METIODIDE	5A9SS67K16	19943	None	None	None
SALOL	28A37T47QO	36122	None	None	None
TERAZOSIN HYDROCHLORIDE	D32S14F082	235224	None	None	None
CETYL PALMITATE	5ZA2S6B08X	1311485	None	None	None
FOSFESTROL	A0E0NMA80F	25284	None	None	None
TEMAZEPAM	CHB1QD2QSS	10355	None	None	None
QUININE	A7V27PHC7A	9071	Quinine	DB00468	None
PICEID	XM261C37CQ	1364277	None	None	None
DIETHYLETHANOLAMINE	S6DL4M053U	1433902	None	None	None
CARICA PAPAYA LEAF EXTRACT	66J7636Z2I	1309415	None	None	None
COFFEE BEAN ALLERGENIC EXTRACT	JFH385Y744	891727	None	None	None
METHACRYLIC ACID - ETHYL ACRYLATE COPOLYMER (1:1) TYPE A	NX76LV5T8J	1309718	None	None	None
HYOSCYAMINE	PX44XO846X	153970	Hyoscyamine	DB00424	CHEBI_17486
KLOR-CON	660YQ98I10	217905	None	None	CHEBI_32588
TRICHLOROACETALDEHYDE	FLI06WS32H	38574	None	None	None
SUPRAX	97I1C92E55	196499	None	None	None
ATOSIBAN	081D12SI0Z	59639	None	None	None
PROTEIN C	3Z6S89TXPW	723868	None	None	None
4-(3-OXOBUTYL)-1,2-DIPHENYL-3,5-PYRAZOLIDINEDIONE	4VD83UL6Y6	28198	None	None	None
POLYSORBATE 65	14BGY2Y3MJ	1426405	None	None	None
FORMOTEROL	5ZZ84GCW8B	25255	None	None	None
TREHALOSE	B8WCK70T7I	1311373	None	None	None
SODIUM IRON EDTA	403J23EMFA	105673	None	None	None
CLONIDINE HCL	W76I6XXF06	142432	None	None	None
PASIREOTIDE	98H1T17066	1364105	Pasireotide	DB06663	None
N-METHYLEPHEDRINE	60VH42A1KJ	1311545	None	None	None
PROFILNINE SD	FW411QXD5M	669336	None	None	None
NATACYN	8O0C852CPO	202743	None	None	None
TURPENTINE OIL	C5H0QJ6V7F	10938	None	None	None
2,2,2-TRIFLUOROACETOPHENONE	6T7L1UPY09	1371443	None	None	None
FLOSEQUINAN	6NB119DLU7	25089	None	None	None
BACCHARIS HALIMIFOLIA POLLEN	BBO1IJ3ZIW	897332	None	None	None
CORAL SNAKE ANTIVENIN	Y605XBM2GL	979384	None	None	None
TINZAPARIN NA	3S182ET3UA	104466	None	None	None
MYCOPHENOLATE	HU9DX48N0T	265323	None	None	CHEBI_168396
PIPERIDINEPROPIONIC ACID	6L69A7VPHO	1356491	None	None	None
BENPROPERINE	3AA6IZ48YK	236749	None	None	None
THIORIDAZINE HYDROCHLORIDE	4WCI67NK8M	203165	None	None	None
TELAVANCIN	XK134822Z0	473837	None	None	None
PHENOTHIAZIN-5-IUM, 3-AMINO-7-(DIMETHYLAMINO)-2-METHYL-, CHLORIDE	15XUH0X66N	10638	None	None	None
ELAEIS GUINEENSIS WHOLE EXTRACT	UEG2DV5C8N	1425413	None	None	None
LEVOBUPIVACAINE HYDROCHLORIDE	J998RDZ51I	259454	None	None	None
JUNIPER EXTRACT	O84B5194RL	6085	None	None	None
ALLERGENIC EXTRACT, ASPERGILLUS NIGER	9IOA40ANG6	466193	None	None	None
ETOFENAMATE	KZF0XM66JC	24608	None	None	None
HBSAG	IFJ010MNE4	5240	None	None	None
ERIODICTYON CALIFORNICUM FLOWERING TOP	HKE3DK7994	1371949	None	None	None
CEFAMANDOLE NAFATE	8HDO7941DO	20473	None	None	None
AVONEX	XRO4566Q4R	153326	None	None	None
ALCOHOL, X-RAY EXPOSED (1000 RAD)	6PRJ93602P	1368126	None	None	None
5 FLUOROURACIL	U3P01618RT	4492	None	None	None
PRIMULA VERIS EXTRACT	W6LFQ57E4M	1311310	None	None	None
KETANSERIN	97F9DE4CT4	6131	None	None	None
DOGFENNEL POLLEN EXTRACT	B67NF86HF0	867218	None	None	None
PHOLEDRINE	AY28O44JGD	33432	None	None	None
PINUS LAMBERTIANA RESIN	1D686UF007	1359088	None	None	None
DIMETHPYRINDENE	661FH77Z3P	3449	None	None	None
ACEMETACIN	5V141XK28X	16695	None	None	None
BENSERAZIDE HCL	B66E5RK36Q	235765	None	None	None
IMMUNOGLOBULIN G, HUMAN	66Y330CJHS	1426680	None	None	None
ERODIUM CICUTARIUM	FJL3XFK3N8	1433760	None	None	None
ARTEMISIA CAPILLARIS FLOWER	KG4724BPZG	1307554	None	None	None
LISDEXAMFETAMINE	H645GUL8KJ	700810	Lisdexamfetamine	DB01255	None
DIPHOSPHORIC ACID, TETRASODIUM SALT	O352864B8Z	1364532	None	None	None
MEXAMINE	3VMW6141KC	1426888	None	None	None
AMBROSIA CHAMISSONIS POLLEN	2Z41EEQ491	851955	None	None	None
SODIUM MYRISTOYL ISETHIONATE	8D42TA2T6V	1364904	None	None	None
CIPRO	4BA73M5E37	203563	None	None	None
EDEX	F5TD010360	153020	None	None	CHEBI_15544
1H-IMIDAZOLE-4-ETHANAMINE	820484N8I3	5333	None	None	None
CHONDROITIN SULFATE (CHICKEN)	7VZ9466BAB	1370983	None	None	None
PRED FORTE	8B2807733D	202844	None	None	None
AMOROLFINE HCL	741YH7379H	293865	None	None	None
ALVERINE	46TIR1560O	17627	Alverine	DB01616	CHEBI_518413
PROPANAMIDE, N-(1-(2-(4-ETHYL-4,5-DIHYDRO-5-OXO-1H-TETRAZOL-1-YL)ETHYL)-4-(METHOXYMETHYL)-4-PIPERIDINYL)-N-PHENYL-	1N74HM2BS7	480	None	None	None
METARAMINOL	818U2PZ2EH	6805	Metaraminol	DB00610	CHEBI_6794
MEFRUSIDE	X1NS9SNS92	6696	None	None	None
MONOBASIC POTASSIUM PHOSPHATE	4J9FJ0HL51	55019	None	None	None
BORON GLUCONATE	X8P2SY4Y7V	259357	None	None	None
HYDROCHLORIC ACID	QTT17582CB	5486	None	None	None
OCTYLDODECYL NEOPENTANOATE	X8725R883T	1364386	None	None	None
CITRUS LIMON SEED OIL	T78Z8273XO	1425615	None	None	None
ETHYL DIHYDROXYPROPYL PABA	54M9O25201	314611	None	None	None
SODIUM BENTONITE	K1BPI94O04	1366970	None	None	None
DIISOBUTYL ADIPATE	8OPY05ZY7S	1363599	None	None	None
BICYCLO(2.2.1)HEPTAN-2-AMINE, N,2,3,3-TETRAMETHYL-	6EE945D3OK	6673	None	None	None
ARBUTAMINE HYDROCHLORIDE	K0NF2CPJ7F	236829	None	None	None
CARTHAMUS TINCTORIUS (SAFFLOWER) OLEOSOMES EXTRACT	9S60Q72309	1307784	None	None	None
BLACK WIDOW SPIDER PREPARATION	XJJ7QA858R	1310216	None	None	None
LOPRAZOLAM MESYLATE	VKF8383J65	235846	None	None	None
HEDTA	R79J91U341	1364568	None	None	None
CEFTIN	Z49QDT0J8Z	215926	None	None	None
LOTEPREDNOL	Z8CBU6KR16	237027	Loteprednol	DB00873	CHEBI_50848
VIMPAT	563KS2PQY5	809979	None	None	None
SULBUTIAMINE	42NCM1BW43	37317	None	None	None
ACRISORCIN	2U918O4BEV	89729	None	None	None
HALAZEPAM	320YC168LF	26412	Halazepam	DB00801	None
DESOXYEPHEDRINE HYDROCHLORIDE	997F43Z9CV	82044	None	None	None
CIANIDANOL	8R1V1STN48	1367177	None	None	None
LINGONBERRY	0UNK9RZQ7X	1427413	None	None	None
ZYRTEC	64O047KTOA	58930	None	None	None
FERRIC PICRATE	KZM8ZRY36A	1311314	None	None	None
GARDENIA TAITENSIS FLOWER	T0OCU8201Y	1309426	None	None	None
WASABI ROOT	69JM5DKE22	1309429	None	None	None
LYAPOLATE	9461405D9F	29006	None	None	None
PERHEXILINE	KU65374X44	8050	None	None	None
VALDECOXIB	2919279Q3W	278567	Valdecoxib	DB00580	None
BENZENEMETHANAMINE, 2-AMINO-3,5-DIBROMO-N-CYCLOHEXYL-N-METHYL-	Q1J152VB1P	1753	None	None	None
IVA ANGUSTIFOLIA POLLEN	UBW6O1H50I	1098130	None	None	None
PHELLODENDRON CHINENSIS BARK	2866QMZ434	1307612	None	None	None
VERBENA HASTATA ROOT	LJ96XN173E	259380	None	None	None
HALIMEDA OPUNTIA	5KM10205ZI	1314311	None	None	None
MORPHIA	76I7G6D29C	7052	None	None	CHEBI_17303
TIOCLOMAROL	E5B7C16LFK	163426	None	None	None
TYPHOID VACCINE LIVE TY21A	0MZI008M96	762595	None	None	None
PEG-75 LANOLIN	09179OX7TB	1363619	None	None	None
HEPTAMINOL	3DQS188SY5	5254	None	None	None
LIOTHYRONINE SODIUM	GCA9VV7D2N	142448	None	None	None
AMBROSIA ACANTHICARPA POLLEN	U2AI3H2J5Y	851938	None	None	None
MAHONIA AQUIFOLIUM FRUITING TOP	P119855ERN	1311636	None	None	None
ASCORBYL GLUCOSIDE	2V52R0NHXW	1306933	None	None	None
.BETA.-D-GLUCOPYRANOSE	J4R00M814D	1442190	None	None	None
ETHOHEXADIOL	M9JGK7U88V	1362891	None	None	None
LINALOOL, D-	F4VNO44C09	1430254	None	None	None
AMIODARONE HCL	976728SY6Z	203114	None	None	None
METHYL UNDECENOYL LEUCINATE	D7PH6N3IEI	1427065	None	None	None
AMIDATE	Z22628B598	215216	None	None	None
SILVER CATION	57N7B0K90A	1358876	None	None	None
RAPACURONIUM	GG1LBM463S	262100	None	None	None
ALPHA-TERPINEOL	21334LVV8W	1371307	None	None	None
MELILOTUS OFFICINALIS TOP	GM6P02J2DX	1347563	None	None	None
METHYLTHIONINIUM CHLORIDE	8NAP7826UB	6878	None	None	None
ANTIVENIN (LATRODECTUS MACTANS)	5VJA14972G	89887	None	None	None
ORRIS ROOT ALLERGENIC EXTRACT	M30XO5X4XD	1098353	None	None	None
BRETYLIUM TOSYLATE	78ZP3YR353	1737	None	None	None
DAPAGLIFLOZIN	1ULL0QJ8UC	1488564	None	None	None
ISOCETYL STEARATE	3RJ7186O9W	1313240	None	None	None
CELONTIN	0G76K8X6C0	225235	None	None	None
SOY LECITHIN	1DI56QDM62	259279	None	None	None
2-OXOGLUTARIC ACID	8ID597Z82X	17511	None	None	None
BIAXIN	H1250JIK0A	203729	None	None	None
PICOSULFATE SODIUM	LR57574HN8	33688	None	None	None
4-DIMETHYLAMINOPHENOL	X387L5559O	15027	None	None	None
STREPTOCOCCUS PNEUMONIAE SEROTYPE 3 CAPSULAR ANTIGEN DIPHTHERIA CRM197 PROTEIN CONJUGATE VACCINE	2VF3V7175U	901628	None	None	None
SODIUM PALMITOYL GLUTAMATE	KVF4175O54	1313695	None	None	None
CARBACHOL	8Y164V895Y	1999	Carbachol	DB00411	CHEBI_3385
VIOLA TRICOLOR	9Q24RAI43V	1371996	None	None	None
BUTYLENE GLYCOL	3XUS85K0RA	1310542	None	None	None
4-CHLOROPHENOL	3DLC36A01X	14982	None	None	None
CITRULLINE	29VT07BGDA	2567	L-Citrulline	DB00155	CHEBI_16349
MAGNESIUM FLUORIDE	5N014C7IWU	1435860	None	None	None
MYRISTYL PROPIONATE	P59053E7NJ	1313247	None	None	None
CARDIOSPERMUM HALICACABUM FLOWERING TOP	MZP2508BRR	1309968	None	None	None
ETHACRYNATE	M5DP350VZV	62349	None	None	CHEBI_4876
PLANTAGO MAJOR SEED	YP0NFQ834U	1310080	None	None	None
PHENFORMIN HCL	91XC93EU03	235288	None	None	None
ALLERGENIC EXTRACT, CHAETOMIUM GLOBOSUM	5016WB8B8A	466197	None	None	None
HORDEUM VULGARE TOP	86507VZR9K	1311547	None	None	None
PLANTAGO MAJOR POLLEN	51VMV119C5	1484983	None	None	None
NORFENEFRINE HCL	1FCN9TAU6R	236468	None	None	None
GINKGO BILOBA LEAF OIL	Y5967KO1JH	1356135	None	None	None
ALENDRONATE SODIUM	2UY4M2U3RA	203152	None	None	None
INTERFERON BETA 1A	XRO4566Q4R	75917	None	None	None
TEMAFLOXACIN	1WZ12GTT67	37771	None	None	None
YERSINIA ENTEROCOLITICA	AUL7Y5Z806	1426679	None	None	None
HYPROMELLOSE 2910 (5 MPA.S)	R75537T0T4	1300452	None	None	None
PEG-80 STEARATE	1X2OAT3BFK	1484396	None	None	None
MECLOFENOXATE	C76QQ2I0RG	2228	None	None	None
PINACIDIL	7B0ZZH8P2W	33717	None	None	None
COLISTIMETHATE SODIUM	XW0E5YS77G	48305	None	None	None
STREPTOCOCCUS PNEUMONIAE TYPE 20 CAPSULAR POLYSACCHARIDE ANTIGEN	V3FC0DK9XS	854952	None	None	None
CELLULOSE SODIUM PHOSPHATE	E6S1NJ4Y5Q	342965	None	None	None
BRYONIA ALBA ROOT	T7J046YI2B	1309676	None	None	None
GUAIACOL GLYCERYL ETHER	495W7451VQ	5032	None	None	None
1,3-DIMETHYLOL-5,5-DIMETHYL-HYDANTOIN	BYR0546TOW	1310543	None	None	None
ARGON	67XQY1V3KH	1368133	None	None	None
DIPOTASSIUM GLYCYRRHIZINATE	CA2Y0FE3FX	1367264	None	None	None
DIGITOXIN	E90NZP2L9U	3403	Digitoxin	DB01396	None
CALCIUM MALATE	D48OP746DW	1421150	None	None	None
RENOVA	5688UTC01R	846950	None	None	CHEBI_15367
1-(AMINOMETHYL)CYCLOHEXANEACETIC ACID	6CW7F3G59X	25480	None	None	None
MELPERONE HCL	88G640374K	289623	None	None	None
ETHAMIVAN	M44O63YPV9	24453	None	None	None
PHYSOSTIGMINE	9U1VM840SP	8299	Physostigmine	DB00981	None
MOBIDIN	41728CY7UX	218410	None	None	None
ALLERGENIC EXTRACT, BEECH	34X886W1H4	314327	None	None	None
WALTHERIA INDICA LEAF	T69OLD6617	1370105	None	None	None
LANTHANUM	6I3K30563S	1311070	None	None	None
SORAFENIB TOSYLATE	5T62Q3B36J	597744	None	None	None
HYDROCORTISONE ACETATE	3X7931PO74	27197	None	None	None
MEFLOQUINE HCL	5Y9L3636O3	82130	None	None	None
SIROLIMUS	W36ZG6FT64	35302	None	None	CHEBI_9168
VANCENASE	5B307S63B2	202381	None	None	None
GYNE-LOTRIMIN	G07GZ97H65	217465	None	None	None
ERGOMETRINE	WH41D8433D	4021	None	None	CHEBI_4822
TRIOXSALEN	Y6UY8OV51T	10844	Trioxsalen	DB04571	None
EMERICELLA NIDULANS ALLERGENIC EXTRACT	242A53RB80	1368357	None	None	None
VASOCON	MZ1131787D	220763	None	None	None
ULMUS DAVIDIANA ROOT	URQ79U8261	1309993	None	None	None
2,6-PIPERIDINEDIONE, 3-ETHYL-3-PHENYL-	C8I4BVN78E	4903	None	None	None
SORILUX	143NQ3779B	1020036	None	None	None
AILANTHUS ALTISSIMA FLOWERING TWIG	8P29O5P7XU	1348450	None	None	None
ACEPROMETAZINE	984N9YTM4Y	161203	None	None	CHEBI_53770
COPPER PIDOLATE	497G7G1SL1	1306939	None	None	None
METHAMPYRONE	6429L0L52Y	3523	None	None	None
GASTROCROM	Q2WXR1I0PK	217266	None	None	None
COENZYME Q2	I7T5V2W47R	1423925	None	None	None
PRIFINIUM BROMIDE	3B7O9ZC520	9021	None	None	None
ATROPINE SULFATE	03J5ZE7KA5	153971	None	None	None
ECHINACEA ANGUSTIFOLIA ROOT	D982V7VT3P	259415	None	None	None
1,2-ETHANEDIAMINE, N-((4-METHOXYPHENYL)METHYL)-N',N'-DIMETHYL-N-2-PYRIDINYL-	HPE317O9TL	9009	None	None	None
FLUPIRTINE	MOH3ET196H	25193	Flupirtine	DB06623	None
PICEA ABIES WOOD	72GZ8K8996	1372259	None	None	None
CICLETANINE HCL	T0SY6373OQ	235874	None	None	None
METHADONE HCL	229809935B	218337	None	None	None
ISOPROPYLPHTHALIMIDE	1J1MM83329	1484281	None	None	None
O-PHTHALDIALDEHYDE	4P8QP9768A	7602	None	None	None
RED SNAPPER	WF621S7K14	889646	None	None	None
THIOBUTABARBITAL	2N0251U7JH	38077	None	None	None
HYDRIODIC ACID	694C0EFT9Q	27208	None	None	None
HIERACIUM PILOSELLA FLOWERING TOP	08A7Y81S1P	1310001	None	None	None
DEHYDROEMETINE	7S79QT1T91	3142	None	None	None
LOVAZA	D87YGH4Z0Q	278346	None	None	None
GLYCYRRHIZA GLABRA	2788Z9758H	1370435	None	None	None
AMBIEN	WY6W63843K	131725	None	None	None
COUMARINIC ANHYDRIDE	A4VZ22K1WT	2898	None	None	None
RHUBARB	G280W4MW6E	91266	None	None	None
GARDENIA FRUIT EXTRACT	7CTH8MD549	1311374	None	None	None
LIME OIL	UZH29XGA8G	1309377	None	None	None
BAKER'S YEAST (SACCHAROMYCES CEREVISIAE) ALLERGENIC EXTRACT	978D8U419H	967982	None	None	None
KETOROLAC TROMETAMOL	4EVE5946BQ	28200	None	None	None
TRAVATAN	WJ68R08KX9	284896	None	None	None
DEXTROMETHORPHAN HBR	9D2RTI9KYH	102490	None	None	None
CEFTRIAXONE SODIUM	023Z5BR09K	203172	None	None	None
LAPSANA COMMUNIS WHOLE	UXH42V064J	1314245	None	None	None
TRIFOLIUM PRATENSE LEAF	612YOZ36DG	1364991	None	None	None
SEA SALT	87GE52P74G	1311499	None	None	None
VISCUM ALBUM LEAF	GN8217WQOV	1310003	None	None	None
GLIADEL	U68WG3173Y	217357	None	None	CHEBI_3423
POTASSIUM SORBATE	1VPU26JZZ4	8606	None	None	None
N-(TETRAHYDRO-2-OXO-3-THIENYL)ACETAMIDE	70JKL15MUH	21171	None	None	None
GARCINIA INDICA SEED BUTTER	US2H3D7800	1309811	None	None	None
DIPIPANONE	X188638Y2V	23405	None	None	None
ETHYL LAUROYL ARGINATE HYDROCHLORIDE	XPD6ZY79TB	1426162	None	None	None
YARROW FLOWER	YQR8R0SQEA	1309259	None	None	None
LOFEPRAMINE	OCA4JT7PAW	6465	None	None	None
BAZEDOXIFENE	Q16TT9C5BK	1441386	None	None	None
ROSA CANINA LEAF	J3N2Z889QP	1438291	None	None	None
CERVUS ELAPHUS HORN OIL	7A7G0PQI12	1309747	None	None	None
CEPHAPIRIN SODIUM	431LFF7I7J	42562	None	None	None
ALTERNARIA ALTERNATA ALLERGENIC EXTRACT	52B29REC7H	901845	None	None	None
DIBROMPROPAMIDINE ISETHIONATE	12Y597MO62	22862	None	None	None
GOSERELIN ACETATE	6YUU2PV0U8	203146	None	None	None
CARBOMER-974P	HHT01ZNK31	1363568	None	None	None
MANGO JUICE	IU6I1JNV24	1358964	None	None	None
ALPHA-1-PROTEINASE INHIBITOR,HUMAN	F43I396OIS	991743	None	None	None
SUS SCROFA CONJUNCTIVA	W61ME6Q717	1311320	None	None	None
LYSTEDA	6T84R30KC1	883827	None	None	None
HABANERO	G4X2S10NED	1337637	None	None	None
OXTRIPHYLLINE	3K045XR58X	20976	Oxtriphylline	DB01303	None
ADENOVIRUS TYPE 7 VACCINE LIVE	TM54L796SN	1099937	None	None	None
WELCHOL	P4SG24WI5Q	284918	None	None	None
PROPYL PARABEN	Z8IX2SC1OH	34706	None	None	None
5-AMINOLEVULINATE	G7H20TKI67	155002	None	None	None
MACITENTAN	Z9K9Y9WMVL	1442132	MACITENTAN	DB08932	None
8-HYDROXYQUINOLINE SULFATE	61VUG75Y3P	42836	None	None	None
MAFENIDE ACETATE	RQ6LP6Z0WY	6573	None	None	None
PARSNIP	L2V28YP49S	1011027	None	None	None
AMINO ACIDS 4%	0O72R8RF8A	235895	None	None	None
HYDROXYZINE HYDROCHLORIDE	76755771U3	154987	None	None	None
CARTHAMUS TINCTORIUS SEEDCAKE EXTRACT	DHQ13F4N2W	1314586	None	None	None
TERPINEOL	R53Q4ZWC99	1368180	None	None	None
CETUXIMAB	PQX0D8J21J	318341	None	None	None
CALCITONIN (SALMON)	7SFC6U2VI5	36118	None	None	None
CALCIUM SULFIDE	1MBW07J51Q	90521	None	None	None
L-GLUTAMIC ACID HYDROCHLORIDE	M0C2SP444T	91269	None	None	None
SULPHADIAZINE	0N7609K889	10171	None	None	CHEBI_9328
INSULIN,ULTRALENTE,HUMAN/RDNA	1Y17CTI5SR	221110	None	None	None
SILICON DIOXIDE	ETJ7Z6XBU4	9771	None	None	None
BARIUM CARBONATE	6P669D8HQ8	1305530	None	None	None
CHAETOMIUM GLOBOSUM EXTRACT	5016WB8B8A	466197	None	None	None
STREPTOCOCCUS PNEUMONIAE TYPE 4 CAPSULAR POLYSACCHARIDE ANTIGEN	CGS5KI3Q2M	854962	None	None	None
ASACOL	4Q81I59GXC	196496	None	None	CHEBI_6775
CERAMIDE 1	5THT33P7X7	1364385	None	None	None
SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR ENTERITIDIS	Y3V16D4PV4	1329877	None	None	None
SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS	KH7I04HPUU	349753	None	None	None
INSULIN,NPH,HUMAN/SEMISYNTHETIC	1Y17CTI5SR	253181	None	None	None
ELTROMBOPAG	S56D65XJ9G	711942	Eltrombopag	DB06210	None
OLETH-20	YTH167I2AG	1314300	None	None	None
DARAPRIM	Z3614QOX8W	151583	None	None	None
PHRAGMITES AUSTRALIS WHOLE	8E5JPP4H6F	1368339	None	None	None
CEFTAZIDIME PENTAHYDRATE	9M416Z9QNR	2191	None	None	None
FRAMYCETIN	4BOC774388	4556	Neomycin	DB00994	None
DEET	FB0C1XZV4Y	3129	None	None	None
XENON	3H3U766W84	11363	None	None	None
METHICILLIN SODIUM	AO9YF4MN30	267073	None	None	None
POLYGLYCERYL-10 OLEATE	55C81W76DH	1356767	None	None	None
JUNIPERUS VIRGINIANA TWIG	532BCG080L	1314257	None	None	None
PEG-20 METHYL GLUCOSE SESQUISTEARATE	0345752X7U	1430130	None	None	None
CETETH-2	7H8VAM7778	1425220	None	None	None
PROPANIDID	AO82L471NS	8758	None	None	None
SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR TYPHI	760T5R8B3O	762595	None	None	None
CETETH-7	4ST6952Q67	1428865	None	None	None
QUININE ASCORBATE	KAU4V10S2I	236327	None	None	None
PEMIROLAST POTASSIUM SALT	497A17OUUE	259318	None	None	None
ECALLANTIDE	5Q6TZN2HNM	658708	None	None	None
STREPTOCOCCUS PNEUMONIAE TYPE 12F CAPSULAR POLYSACCHARIDE ANTIGEN	S46U1CM432	854936	None	None	None
FERULA ASSA-FOETIDA WHOLE	CZ8MX5O89C	1420963	None	None	None
ISOETHARINE MESYLATE	DV74WJ5PJB	6024	None	None	None
ALLERGENIC EXTRACT,CLADOSPORIUM CLADOSPORIS	4ZWY20GTGO	314344	None	None	None
AMARANTHUS PALMERI POLLEN	1GH3WV23KH	851926	None	None	None
PROPANTHELINE	1306V2B0Q8	8761	Propantheline	DB00782	None
IOTHALAMATE	16CHD79MIX	5970	None	None	None
PENICILLIN V BENZATHINE	3T4EMH59ZU	18926	None	None	None
GLUTARALDEHYDE	T3C89M417N	4888	None	None	None
NITROGLYCERIN	G59M7S0WS3	4917	Nitroglycerin	DB00727	None
NAFTIN	25UR9N9041	218564	None	None	None
POLYQUATERNIUM-6 (15000 MW)	YFL33X52PX	1373446	None	None	None
ARGANIA SPINOSA SEED EXTRACT	8H7X7XB54H	1435100	None	None	None
METHANE, TRICHLORO-	7V31YC746X	1362698	None	None	None
PULSATILLA KOREANA ROOT EXTRACT	FY35I16MPL	1307667	None	None	None
SODIUM AUROTHIOMALATE	E4768ZY6GM	4981	None	None	None
CHLORPHENAMINE	3U6IO1965U	2400	None	None	CHEBI_52010
HYALURONATE	S270N0TRQY	62372	None	None	None
ETRETIN	LCH760E9T7	16818	None	None	CHEBI_50173
DELESTROGEN	OKG364O896	319865	None	None	None
CURDLAN	6930DL209R	1313047	None	None	None
MENTHOL	L7T10EIP3A	6750	None	None	None
BILBERRY FRUIT	9P2U39H18W	125929	None	None	None
CLOPROSTENOL SODIUM	886SAV9675	204179	None	None	None
CAPRYLIC/CAPRIC/LINOLEIC TRIGLYCERIDE	U73D397055	1376147	None	None	None
ZEMAIRA	F43I396OIS	405405	None	None	None
INSULIN,REGULAR,HUMAN/SEMISYNTHETIC	1Y17CTI5SR	253182	None	None	None
GLYCOL DISTEARATE	13W7MDN21W	1367188	None	None	None
TRIPROLIDINE HYDROCHLORIDE	YAN7R5L890	71534	None	None	None
CHLORPHENIRAMINE	3U6IO1965U	2400	None	None	CHEBI_52010
LARREA DIVARICATA LEAF EXTRACT	I15RZ48987	1307618	None	None	None
MONOCLATE-P	839MOZ74GK	152071	None	None	None
ASCOPHYLLUM NODOSUM EXTRACT	168S4EO8YJ	1311127	None	None	None
1H-PURINE-2,6-DIONE, 3,7-DIHYDRO-1,3,7-TRIMETHYL-	3G6A5W338E	1886	None	None	None
AMINOMETHYL PROPANEDIOL	CZ7BU4QZJZ	1307680	None	None	None
HYOSCYAMINE SULFATE	F2R8V82B84	1225	None	None	None
SPIGELIA MARILANDICA PREPARATION	467D26HS0B	285164	None	None	None
HORSE CHESTNUT SEED	3C18L6RJAZ	260020	None	None	None
CLOXAZOLAM	GYL649Z0HY	21311	None	None	None
PERFLUOROOCTYL TRIETHOXYSILANE	814P46684U	1312743	None	None	None
HYDRAZINECARBOXIMIDAMIDE	SCQ4EZQ113	1311670	None	None	CHEBI_40618
PIMETHIXENE	T46J20J26F	33712	None	None	None
THIAZOLE, 5-(2-CHLOROETHYL)-4-METHYL-	0C5DBZ19HV	2372	None	None	None
DIPROLENE	826Y60901U	216664	None	None	None
ROMIDEPSIN	CX3T89XQBK	877510	None	None	None
O-PHENYLPHENOL	D343Z75HT8	236677	None	None	None
BORRELIA BURGDORFERI	0J8NV9V5Q8	1426882	None	None	None
BORON	N9E3X5056Q	1705	None	None	None
BOS TAURUS JOINT CAPSULE	782I3O9VSM	1311192	None	None	None
COMFREY	D05HXK6R3G	1367399	None	None	None
DIANTHUS CARYOPHYLLUS FLOWER	B0D836E90S	1428844	None	None	None
PROPERICIAZINE	3405M6FD73	8766	None	None	CHEBI_31981
LYMPHAZURIN	39N9K8S2A4	52265	None	None	None
DURAMORPH	X3P646A2J0	203355	None	None	None
ULORIC	101V0R1N2E	834236	None	None	None
PULMICORT	Q3OKS62Q6X	196487	None	None	None
DIMETHYL ETHER	AM13FS69BX	1313349	None	None	None
HESPERETIN 7-RHAMNOGLUCOSIDE	E750O06Y6O	5281	None	None	None
SUS SCROFA KNEE JOINT	109E3VZB62	1311367	None	None	None
